"","ID","Biome","State","Latitude","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time"
"2029","TLC 315","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"F",0,2.502,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,3,18
"2030","TLC 316","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"M",1,2.651,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"2031","TLC 317","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"2032","TLC 318","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"M",1,2.711,20,NA,NA,21,NA,1,0.0476190476190476,0.05,1,1,NA,2,21
"2033","TLC 319","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2034","TLC 320","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2035","TLC 321","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2036","TLC 322","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2037","TLC 323","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2038","TLC 324","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"M",1,2.495,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2039","TLC 325","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"M",1,NA,20,NA,NA,21,NA,1,0.0476190476190476,0.05,1,1,NA,0,21
"2040","TLC 326","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"F",0,2.389,21,NA,NA,22,NA,1,0.0454545454545455,0.0476190476190476,1,1,NA,2,22
"2041","TLC 327","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"M",1,2.583,23,NA,NA,24,NA,1,0.0416666666666667,0.0434782608695652,1,1,NA,2,24
"2042","TLC 328","Cerrado","Tocantins",-10.7,"TLC",79,"C",28,"",NA,NA,NA,24,NA,NA,24,0,NA,NA,NA,NA,0.0416666666666667,NA,24
"2043","TLC 329","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.898,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,4,18
"2044","TLC 330","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,2.845,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"2045","TLC 331","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,2.907,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"2046","TLC 332","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.733,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"2047","TLC 333","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,2.884,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"2048","TLC 334","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,2.759,17,NA,NA,20,NA,1,0.05,0.0588235294117647,3,0.333333333333333,NA,3,20
"2049","TLC 335","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.713,18,NA,NA,21,NA,1,0.0476190476190476,0.0555555555555556,3,0.333333333333333,NA,3,21
"2050","TLC 336","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,NA,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,4,21
"2051","TLC 337","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,3.02,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,4,23
"2052","TLC 338","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,3.059,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,4,24
"2053","TLC 339","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.711,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,3,21
"2054","TLC 340","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.742,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"2055","TLC 341","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"M",1,2.663,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"2056","TLC 342","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"F",0,2.933,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"2057","TLC 343","Cerrado","Tocantins",-10.7,"TLC",83,"A",20,"",NA,NA,NA,3,NA,NA,3,0,NA,NA,NA,NA,0.333333333333333,NA,3
"2058","TLC 344","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.708,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"2059","TLC 345","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.693,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"2060","TLC 346","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.837,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"2061","TLC 347","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.744,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,2,23
"2062","TLC 348","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.891,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,3,24
"2063","TLC 349","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.678,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"2064","TLC 350","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.606,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,1,22
"2065","TLC 351","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.601,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,2,24
"2066","TLC 352","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"F",0,2.72,25,NA,NA,27,NA,1,0.037037037037037,0.04,2,0.5,NA,2,27
"2067","TLC 353","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"",NA,NA,NA,22,NA,NA,22,0,NA,NA,NA,NA,0.0454545454545455,NA,22
"2068","TLC 354","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.608,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,1,18
"2069","TLC 355","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.786,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"2070","TLC 356","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.683,20,NA,NA,21,NA,1,0.0476190476190476,0.05,1,1,NA,3,21
"2071","TLC 357","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"M",1,2.684,22,NA,NA,23,NA,1,0.0434782608695652,0.0454545454545455,1,1,NA,2,23
"2072","TLC 358","Cerrado","Tocantins",-10.7,"TLC",83,"B",24,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"2073","TLC 359","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.532,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"2074","TLC 360","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.375,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,2,15
"2075","TLC 361","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,NA,17,NA,17,0,NA,NA,NA,NA,0.0588235294117647,NA,17
"2076","TLC 362","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.741,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"2077","TLC 363","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,4,NA,NA,4,0,NA,NA,NA,NA,0.25,NA,4
"2078","TLC 364","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.603,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"2079","TLC 365","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"F",0,2.463,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2080","TLC 366","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.602,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"2081","TLC 367","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.627,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,1,20
"2082","TLC 368","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,4,NA,NA,4,0,NA,NA,NA,NA,0.25,NA,4
"2083","TLC 369","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"M",1,2.471,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,1,19
"2084","TLC 370","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,NA,21,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"2085","TLC 371","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,22,NA,NA,22,0,NA,NA,NA,NA,0.0454545454545455,NA,22
"2086","TLC 372","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,21,NA,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"2087","TLC 373","Cerrado","Tocantins",-10.7,"TLC",83,"C",28,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"2088","TLC 374","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.853,19,NA,NA,22,NA,1,0.0454545454545455,0.0526315789473684,3,0.333333333333333,NA,3,22
"2089","TLC 375","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"",NA,NA,NA,21,NA,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"2090","TLC 376","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2091","TLC 377","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2092","TLC 378","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2093","TLC 379","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"F",0,2.731,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"2094","TLC 380","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"",NA,NA,NA,NA,26,NA,26,0,NA,NA,NA,NA,0.0384615384615385,NA,26
"2095","TLC 381","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.705,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,3,27
"2096","TLC 382","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.696,27,NA,NA,29,NA,1,0.0344827586206897,0.037037037037037,2,0.5,NA,4,29
"2097","TLC 383","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,3.032,27,NA,NA,30,NA,1,0.0333333333333333,0.037037037037037,3,0.333333333333333,NA,4,30
"2098","TLC 384","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"F",0,2.678,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,4,19
"2099","TLC 385","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.939,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,3,23
"2100","TLC 386","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.87,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,4,26
"2101","TLC 387","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"M",1,2.895,25,NA,NA,27,NA,1,0.037037037037037,0.04,2,0.5,NA,4,27
"2102","TLC 388","Cerrado","Tocantins",-10.7,"TLC",77,"A",20,"F",0,2.99,27,NA,NA,29,NA,1,0.0344827586206897,0.037037037037037,2,0.5,NA,5,29
"2103","TLC 389","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"M",1,2.601,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,2,17
"2104","TLC 390","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"M",1,2.81,16,NA,NA,18,NA,1,0.0555555555555556,0.0625,2,0.5,NA,3,18
"2105","TLC 391","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.609,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"2106","TLC 392","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"M",1,2.765,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"2107","TLC 393","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"M",1,2.84,22,NA,NA,24,NA,1,0.0416666666666667,0.0454545454545455,2,0.5,NA,2,24
"2108","TLC 394","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.578,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,3,17
"2109","TLC 395","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.623,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"2110","TLC 396","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.645,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,2,23
"2111","TLC 397","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.573,24,NA,NA,25,NA,1,0.04,0.0416666666666667,1,1,NA,3,25
"2112","TLC 398","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"",NA,NA,NA,24,NA,NA,24,0,NA,NA,NA,NA,0.0416666666666667,NA,24
"2113","TLC 399","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"M",1,2.891,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,3,17
"2114","TLC 400","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"F",0,2.88,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"2115","TLC 401","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2116","TLC 402","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2117","TLC 403","Cerrado","Tocantins",-10.7,"TLC",77,"B",24,"",NA,NA,NA,13,NA,NA,13,0,NA,NA,NA,NA,0.0769230769230769,NA,13
"2118","TLC 404","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"F",0,2.427,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2119","TLC 405","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"F",0,2.388,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"2120","TLC 406","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.553,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,1,20
"2121","TLC 407","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.734,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,1,21
"2122","TLC 408","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"2123","TLC 409","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"F",0,2.409,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"2124","TLC 410","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.55,17,NA,NA,18,NA,1,0.0555555555555556,0.0588235294117647,1,1,NA,2,18
"2125","TLC 411","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.563,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,1,20
"2126","TLC 412","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.591,19,NA,NA,20,NA,1,0.05,0.0526315789473684,1,1,NA,3,20
"2127","TLC 413","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.881,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,1,23
"2128","TLC 414","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.633,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"2129","TLC 415","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"M",1,2.641,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2130","TLC 416","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"",NA,NA,NA,21,NA,NA,21,0,NA,NA,NA,NA,0.0476190476190476,NA,21
"2131","TLC 417","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"",NA,NA,NA,19,NA,NA,19,0,NA,NA,NA,NA,0.0526315789473684,NA,19
"2132","TLC 418","Cerrado","Tocantins",-10.7,"TLC",77,"C",28,"",NA,NA,NA,12,NA,NA,12,0,NA,NA,NA,NA,0.0833333333333333,NA,12
"2133","TLC 419","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.757,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,3,22
"2134","TLC 420","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.605,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,2,24
"2135","TLC 421","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"M",1,2.588,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,3,23
"2136","TLC 422","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"M",1,2.749,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"2137","TLC 423","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.902,24,NA,NA,26,NA,1,0.0384615384615385,0.0416666666666667,2,0.5,NA,4,26
"2138","TLC 424","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"M",1,2.733,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,3,25
"2139","TLC 425","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.702,23,NA,NA,26,NA,1,0.0384615384615385,0.0434782608695652,3,0.333333333333333,NA,3,26
"2140","TLC 426","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"M",1,2.738,23,NA,NA,25,NA,1,0.04,0.0434782608695652,2,0.5,NA,4,25
"2141","TLC 427","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.926,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,4,27
"2142","TLC 428","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.86,25,NA,NA,27,NA,1,0.037037037037037,0.04,2,0.5,NA,4,27
"2143","TLC 429","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.682,20,NA,NA,23,NA,1,0.0434782608695652,0.05,3,0.333333333333333,NA,2,23
"2144","TLC 430","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"M",1,2.814,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,3,27
"2145","TLC 431","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.695,24,NA,NA,27,NA,1,0.037037037037037,0.0416666666666667,3,0.333333333333333,NA,4,27
"2146","TLC 432","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"F",0,2.858,27,NA,NA,29,NA,1,0.0344827586206897,0.037037037037037,2,0.5,NA,5,29
"2147","TLC 433","Cerrado","Tocantins",-10.7,"TLC",80,"A",20,"",NA,NA,NA,20,NA,NA,20,0,NA,NA,NA,NA,0.05,NA,20
"2148","TLC 434","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.89,15,NA,NA,17,NA,1,0.0588235294117647,0.0666666666666667,2,0.5,NA,4,17
"2149","TLC 435","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"2150","TLC 436","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"2151","TLC 437","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"2152","TLC 438","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"",NA,NA,NA,15,NA,NA,15,0,NA,NA,NA,NA,0.0666666666666667,NA,15
"2153","TLC 439","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"F",0,2.644,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"2154","TLC 440","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.609,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,2,19
"2155","TLC 441","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.715,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"2156","TLC 442","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.794,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"2157","TLC 443","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"F",0,2.668,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,2,22
"2158","TLC 444","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"F",0,2.532,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,1,21
"2159","TLC 445","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.626,19,NA,NA,21,NA,1,0.0476190476190476,0.0526315789473684,2,0.5,NA,2,21
"2160","TLC 446","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.649,22,NA,NA,23,NA,1,0.0434782608695652,0.0454545454545455,1,1,NA,3,23
"2161","TLC 447","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"M",1,2.68,23,NA,NA,24,NA,1,0.0416666666666667,0.0434782608695652,1,1,NA,2,24
"2162","TLC 448","Cerrado","Tocantins",-10.7,"TLC",80,"B",24,"",NA,NA,NA,NA,25,NA,25,0,NA,NA,NA,NA,0.04,NA,25
"2163","TLC 449","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.532,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2164","TLC 450","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.586,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,1,19
"2165","TLC 451","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.549,17,NA,NA,19,NA,1,0.0526315789473684,0.0588235294117647,2,0.5,NA,1,19
"2166","TLC 452","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"2167","TLC 453","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"",NA,NA,NA,7,NA,NA,7,0,NA,NA,NA,NA,0.142857142857143,NA,7
"2168","TLC 454","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.519,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,2,16
"2169","TLC 455","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"",NA,NA,NA,NA,18,NA,18,0,NA,NA,NA,NA,0.0555555555555556,NA,18
"2170","TLC 456","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.68,18,NA,NA,19,NA,1,0.0526315789473684,0.0555555555555556,1,1,NA,2,19
"2171","TLC 457","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"F",0,2.691,18,NA,NA,20,NA,1,0.05,0.0555555555555556,2,0.5,NA,2,20
"2172","TLC 458","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"",NA,NA,NA,16,NA,NA,16,0,NA,NA,NA,NA,0.0625,NA,16
"2173","TLC 459","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"F",0,2.545,13,NA,NA,14,NA,1,0.0714285714285714,0.0769230769230769,1,1,NA,2,14
"2174","TLC 460","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.641,14,NA,NA,15,NA,1,0.0666666666666667,0.0714285714285714,1,1,NA,1,15
"2175","TLC 461","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"M",1,2.711,15,NA,NA,16,NA,1,0.0625,0.0666666666666667,1,1,NA,1,16
"2176","TLC 462","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"F",0,2.607,16,NA,NA,17,NA,1,0.0588235294117647,0.0625,1,1,NA,2,17
"2177","TLC 463","Cerrado","Tocantins",-10.7,"TLC",80,"C",28,"",NA,NA,NA,10,NA,NA,10,0,NA,NA,NA,NA,0.1,NA,10
"2178","TPN 021","Cerrado","Tocantins",-10.796,"TPN",11,"A",20,"F",0,2.694,20,NA,NA,22,NA,1,0.0454545454545455,0.05,2,0.5,NA,4,22
"2179","TPN 022","Cerrado","Tocantins",-10.796,"TPN",11,"A",20,"F",0,2.558,21,NA,NA,23,NA,1,0.0434782608695652,0.0476190476190476,2,0.5,NA,4,23
"2180","TPN 023","Cerrado","Tocantins",-10.796,"TPN",11,"A",20,"M",1,2.693,21,NA,NA,24,NA,1,0.0416666666666667,0.0476190476190476,3,0.333333333333333,NA,2,24
"2181","TPN 024","Cerrado","Tocantins",-10.796,"TPN",11,"A",20,"F",0,2.965,22,NA,NA,25,NA,1,0.04,0.0454545454545455,3,0.333333333333333,NA,4,25
