ID,Temp_let,AdRate
APR 519,B,0.066666667
APR 520,B,0.0625
APR 521,B,0.058823529
APR 522,B,0.055555556
APR 523,B,0.052631579
APR 524,B,0.071428571
APR 525,B,0.052631579
APR 526,B,0.052631579
APR 527,B,0.052631579
APR 528,B,0.045454545
APR 529,B,0.066666667
APR 530,B,0.0625
APR 531,B,0.0625
APR 532,B,0.055555556
APR 533,B,0.05
APR 534,C,0.076923077
APR 535,C,0.066666667
APR 536,C,0.0625
APR 537,C,0.058823529
APR 539,C,0.0625
APR 540,C,0.0625
APR 541,C,0.0625
APR 542,C,0.055555556
APR 543,C,0.055555556
APR 544,C,0.076923077
APR 545,C,0.076923077
APR 546,C,0.0625
APR 547,C,0.0625
APR 549,A,0.055555556
APR 550,A,0.043478261
APR 551,A,0.043478261
APR 552,A,0.038461538
APR 554,A,0.05
APR 555,A,0.045454545
APR 556,A,0.043478261
APR 557,A,0.038461538
APR 559,A,0.052631579
APR 560,A,0.041666667
APR 561,A,0.041666667
APR 562,A,0.04
APR 563,A,0.038461538
APR 564,B,0.071428571
APR 565,B,0.066666667
APR 566,B,0.058823529
APR 567,B,0.055555556
APR 569,B,0.0625
APR 570,B,0.0625
APR 571,B,0.055555556
APR 572,B,0.05
APR 573,B,0.045454545
APR 574,B,0.0625
APR 575,B,0.0625
APR 576,B,0.058823529
APR 577,B,0.055555556
APR 578,B,0.047619048
APR 579,C,0.076923077
APR 580,C,0.076923077
APR 581,C,0.0625
APR 582,C,0.058823529
APR 584,C,0.076923077
APR 585,C,0.066666667
APR 586,C,0.066666667
APR 587,C,0.055555556
APR 589,C,0.076923077
APR 590,C,0.076923077
APR 591,C,0.071428571
APR 592,C,0.055555556
APR 593,C,0.055555556
APR 594,A,0.052631579
APR 595,A,0.052631579
APR 596,A,0.043478261
APR 599,A,0.052631579
APR 600,A,0.052631579
APR 601,A,0.047619048
APR 604,A,0.052631579
APR 605,A,0.047619048
APR 606,A,0.041666667
APR 607,A,0.038461538
APR 609,B,0.055555556
APR 610,B,0.052631579
APR 611,B,0.052631579
APR 612,B,0.055555556
APR 613,B,0.05
APR 614,B,0.0625
APR 616,B,0.055555556
APR 617,B,0.052631579
APR 618,B,0.047619048
APR 619,B,0.055555556
APR 620,B,0.052631579
APR 621,B,0.05
APR 622,B,0.043478261
APR 624,C,0.071428571
APR 625,C,0.0625
APR 626,C,0.0625
APR 627,C,0.055555556
APR 628,C,0.055555556
APR 629,C,0.0625
APR 630,C,0.0625
APR 631,C,0.058823529
APR 632,C,0.055555556
APR 633,C,0.052631579
APR 634,C,0.0625
APR 635,C,0.0625
APR 636,C,0.055555556
APR 637,C,0.055555556
APR 639,A,0.052631579
APR 640,A,0.052631579
APR 641,A,0.052631579
APR 642,A,0.043478261
APR 643,A,0.04
APR 644,A,0.047619048
APR 645,A,0.047619048
APR 646,A,0.045454545
APR 647,A,0.043478261
APR 648,A,0.043478261
APR 649,A,0.05
APR 650,A,0.05
APR 651,A,0.05
APR 652,A,0.047619048
APR 653,A,0.037037037
APR 654,B,0.066666667
APR 655,B,0.058823529
APR 656,B,0.055555556
APR 657,B,0.055555556
APR 658,B,0.047619048
APR 659,B,0.058823529
APR 660,B,0.052631579
APR 661,B,0.052631579
APR 662,B,0.047619048
APR 664,C,0.066666667
APR 665,C,0.0625
APR 666,C,0.0625
APR 667,C,0.066666667
APR 668,C,0.0625
APR 670,C,0.071428571
APR 671,C,0.066666667
APR 672,C,0.0625
APR 674,A,0.052631579
APR 675,A,0.05
APR 676,A,0.05
APR 677,A,0.047619048
APR 678,A,0.041666667
APR 679,A,0.052631579
APR 680,A,0.052631579
APR 681,A,0.05
APR 684,A,0.05
APR 685,A,0.052631579
APR 686,A,0.043478261
APR 687,A,0.041666667
APR 689,B,0.0625
APR 690,B,0.058823529
APR 691,B,0.058823529
APR 692,B,0.047619048
APR 693,B,0.045454545
APR 694,B,0.0625
APR 695,B,0.055555556
APR 696,B,0.052631579
APR 698,B,0.043478261
APR 699,B,0.058823529
APR 700,B,0.055555556
APR 701,B,0.052631579
APR 702,B,0.047619048
APR 704,C,0.066666667
APR 705,C,0.058823529
APR 706,C,0.058823529
APR 707,C,0.055555556
APR 708,C,0.052631579
APR 709,C,0.066666667
APR 710,C,0.0625
APR 711,C,0.055555556
APR 712,C,0.05
APR 713,C,0.052631579
APR 714,C,0.071428571
APR 716,C,0.066666667
APR 717,C,0.0625
APR 718,C,0.058823529
ARS 021,A,0.05
ARS 022,A,0.05
ARS 023,A,0.047619048
ARS 024,A,0.047619048
ARS 025,A,0.043478261
ARS 026,A,0.052631579
ARS 027,A,0.047619048
ARS 028,A,0.043478261
ARS 029,A,0.043478261
ARS 030,A,0.041666667
ARS 031,A,0.055555556
ARS 032,A,0.055555556
ARS 033,A,0.05
ARS 034,A,0.047619048
ARS 035,A,0.043478261
ARS 036,B,0.066666667
ARS 037,B,0.0625
ARS 038,B,0.0625
ARS 039,B,0.047619048
ARS 040,B,0.045454545
ARS 041,B,0.0625
ARS 042,B,0.058823529
ARS 043,B,0.055555556
ARS 044,B,0.05
ARS 045,B,0.05
ARS 046,B,0.066666667
ARS 047,B,0.055555556
ARS 048,B,0.052631579
ARS 049,B,0.047619048
ARS 051,C,0.083333333
ARS 052,C,0.066666667
ARS 053,C,0.0625
ARS 054,C,0.0625
ARS 055,C,0.055555556
ARS 056,C,0.0625
ARS 057,C,0.0625
ARS 058,C,0.0625
ARS 059,C,0.058823529
ARS 060,C,0.055555556
ARS 061,C,0.066666667
ARS 062,C,0.0625
ARS 063,C,0.0625
ARS 064,C,0.058823529
ARS 065,C,0.055555556
ARS 066,A,0.052631579
ARS 067,A,0.052631579
ARS 068,A,0.05
ARS 069,A,0.047619048
ARS 070,A,0.045454545
ARS 071,A,0.047619048
ARS 072,A,0.047619048
ARS 073,A,0.045454545
ARS 074,A,0.045454545
ARS 075,A,0.041666667
ARS 076,A,0.055555556
ARS 077,A,0.052631579
ARS 078,A,0.047619048
ARS 079,A,0.045454545
ARS 081,B,0.066666667
ARS 082,B,0.0625
ARS 083,B,0.0625
ARS 084,B,0.055555556
ARS 085,B,0.052631579
ARS 086,B,0.0625
ARS 087,B,0.0625
ARS 088,B,0.058823529
ARS 089,B,0.058823529
ARS 090,B,0.052631579
ARS 092,B,0.052631579
ARS 093,B,0.052631579
ARS 094,B,0.052631579
ARS 095,B,0.05
ARS 096,C,0.071428571
ARS 097,C,0.071428571
ARS 099,C,0.0625
ARS 100,C,0.055555556
ARS 101,C,0.076923077
ARS 102,C,0.076923077
ARS 103,C,0.071428571
ARS 104,C,0.066666667
ARS 106,C,0.066666667
ARS 107,C,0.0625
ARS 108,C,0.0625
ARS 109,C,0.0625
ARS 110,C,0.0625
ARS 111,A,0.055555556
ARS 112,A,0.05
ARS 113,A,0.05
ARS 114,A,0.045454545
ARS 116,A,0.052631579
ARS 117,A,0.05
ARS 118,A,0.047619048
ARS 119,A,0.043478261
ARS 120,A,0.034482759
ARS 121,A,0.047619048
ARS 122,A,0.045454545
ARS 124,A,0.04
ARS 125,A,0.04
ARS 126,B,0.066666667
ARS 127,B,0.052631579
ARS 128,B,0.052631579
ARS 129,B,0.05
ARS 130,B,0.047619048
ARS 131,B,0.066666667
ARS 132,B,0.071428571
ARS 133,B,0.058823529
ARS 134,B,0.052631579
ARS 135,B,0.05
ARS 136,B,0.071428571
ARS 137,B,0.0625
ARS 138,B,0.058823529
ARS 139,B,0.052631579
ARS 140,B,0.052631579
ARS 141,C,0.076923077
ARS 142,C,0.071428571
ARS 144,C,0.0625
ARS 146,C,0.071428571
ARS 147,C,0.071428571
ARS 148,C,0.0625
ARS 149,C,0.058823529
ARS 151,C,0.071428571
ARS 152,C,0.0625
ARS 153,C,0.058823529
ARS 154,C,0.058823529
ARS 156,A,0.052631579
ARS 157,A,0.05
ARS 158,A,0.05
ARS 159,A,0.05
ARS 160,A,0.045454545
ARS 161,A,0.055555556
ARS 162,A,0.058823529
ARS 163,A,0.055555556
ARS 164,A,0.05
ARS 165,A,0.045454545
ARS 166,A,0.055555556
ARS 167,A,0.05
ARS 168,A,0.05
ARS 169,A,0.041666667
ARS 170,A,0.041666667
ARS 171,B,0.066666667
ARS 172,B,0.0625
ARS 174,B,0.052631579
ARS 176,B,0.055555556
ARS 177,B,0.05
ARS 178,B,0.05
ARS 179,B,0.05
ARS 180,B,0.05
ARS 181,B,0.066666667
ARS 182,B,0.066666667
ARS 183,B,0.0625
ARS 184,B,0.058823529
ARS 185,B,0.058823529
ARS 186,C,0.076923077
ARS 187,C,0.0625
ARS 188,C,0.0625
ARS 190,C,0.055555556
ARS 191,C,0.076923077
ARS 192,C,0.076923077
ARS 193,C,0.071428571
ARS 194,C,0.076923077
ARS 195,C,0.066666667
ARS 196,C,0.071428571
ARS 197,C,0.076923077
ARS 198,C,0.071428571
ARS 199,C,0.066666667
ARS 246,A,0.052631579
ARS 247,A,0.05
ARS 248,A,0.05
ARS 249,A,0.05
ARS 250,A,0.045454545
ARS 251,A,0.052631579
ARS 252,A,0.052631579
ARS 253,A,0.05
ARS 254,A,0.045454545
ARS 255,A,0.045454545
ARS 256,A,0.052631579
ARS 257,A,0.047619048
ARS 258,A,0.045454545
ARS 259,A,0.043478261
ARS 260,A,0.043478261
ARS 261,B,0.066666667
ARS 262,B,0.071428571
ARS 263,B,0.0625
ARS 264,B,0.058823529
ARS 265,B,0.0625
ARS 266,B,0.066666667
ARS 268,B,0.055555556
ARS 269,B,0.055555556
ARS 272,B,0.058823529
ARS 273,B,0.058823529
ARS 275,B,0.055555556
ARS 276,C,0.071428571
ARS 277,C,0.076923077
ARS 278,C,0.071428571
ARS 279,C,0.0625
ARS 282,C,0.0625
ARS 283,C,0.0625
ARS 284,C,0.0625
ARS 286,C,0.090909091
ARS 287,C,0.071428571
ARS 288,C,0.071428571
ARS 289,C,0.071428571
ARS 291,A,0.058823529
ARS 292,A,0.052631579
ARS 293,A,0.052631579
ARS 294,A,0.045454545
ARS 296,A,0.066666667
ARS 297,A,0.058823529
ARS 299,A,0.052631579
ARS 300,A,0.047619048
ARS 301,A,0.052631579
ARS 303,A,0.045454545
ARS 306,B,0.071428571
ARS 307,B,0.066666667
ARS 308,B,0.066666667
ARS 309,B,0.055555556
ARS 310,B,0.055555556
ARS 311,B,0.083333333
ARS 312,B,0.066666667
ARS 313,B,0.058823529
ARS 314,B,0.058823529
ARS 316,B,0.071428571
ARS 317,B,0.0625
ARS 318,B,0.055555556
ARS 319,B,0.055555556
ARS 320,B,0.047619048
ARS 321,C,0.083333333
ARS 322,C,0.076923077
ARS 323,C,0.066666667
ARS 324,C,0.066666667
ARS 325,C,0.066666667
ARS 326,C,0.083333333
ARS 327,C,0.071428571
ARS 328,C,0.071428571
ARS 329,C,0.0625
ARS 330,C,0.0625
ARS 331,C,0.083333333
ARS 332,C,0.083333333
ARS 334,C,0.076923077
ARS 335,C,0.0625
ARS 337,A,0.058823529
ARS 338,A,0.052631579
ARS 339,A,0.05
ARS 341,A,0.058823529
ARS 342,A,0.05
ARS 343,A,0.05
ARS 344,A,0.047619048
ARS 345,A,0.045454545
ARS 346,A,0.055555556
ARS 348,A,0.047619048
ARS 349,A,0.043478261
ARS 350,A,0.043478261
ARS 351,B,0.071428571
ARS 352,B,0.071428571
ARS 353,B,0.066666667
ARS 354,B,0.0625
ARS 356,B,0.066666667
ARS 357,B,0.0625
ARS 358,B,0.055555556
ARS 359,B,0.055555556
ARS 360,B,0.052631579
ARS 361,B,0.076923077
ARS 362,B,0.066666667
ARS 363,B,0.0625
ARS 364,B,0.0625
ARS 365,B,0.055555556
ARS 366,C,0.076923077
ARS 367,C,0.076923077
ARS 368,C,0.066666667
ARS 369,C,0.066666667
ARS 371,C,0.083333333
ARS 372,C,0.071428571
ARS 373,C,0.071428571
ARS 374,C,0.0625
ARS 375,C,0.0625
ARS 376,C,0.066666667
ARS 377,C,0.0625
ARS 378,C,0.058823529
ARS 379,C,0.058823529
ARS 382,A,0.05
ARS 383,A,0.05
ARS 384,A,0.047619048
ARS 385,A,0.047619048
ARS 386,A,0.055555556
ARS 387,A,0.047619048
ARS 388,A,0.045454545
ARS 389,A,0.045454545
ARS 390,A,0.041666667
ARS 391,A,0.052631579
ARS 392,A,0.05
ARS 393,A,0.05
ARS 394,A,0.045454545
ARS 395,A,0.041666667
ARS 396,B,0.066666667
ARS 397,B,0.0625
ARS 398,B,0.058823529
ARS 399,B,0.055555556
ARS 400,B,0.052631579
ARS 401,B,0.058823529
ARS 402,B,0.055555556
ARS 403,B,0.055555556
ARS 404,B,0.055555556
ARS 406,B,0.071428571
ARS 407,B,0.055555556
ARS 408,B,0.055555556
ARS 409,B,0.055555556
ARS 410,B,0.05
ARS 411,C,0.071428571
ARS 412,C,0.071428571
ARS 413,C,0.076923077
ARS 414,C,0.05
ARS 416,C,0.083333333
ARS 417,C,0.071428571
ARS 418,C,0.071428571
ARS 419,C,0.071428571
ARS 421,C,0.083333333
ARS 422,C,0.076923077
ARS 423,C,0.066666667
ARS 424,C,0.0625
ARS 425,C,0.058823529
ARS 426,A,0.05
ARS 427,A,0.045454545
ARS 428,A,0.043478261
ARS 429,A,0.041666667
ARS 431,A,0.05
ARS 432,A,0.05
ARS 434,A,0.043478261
ARS 435,A,0.041666667
ARS 436,A,0.043478261
ARS 438,A,0.041666667
ARS 439,A,0.04
ARS 440,A,0.04
ARS 441,B,0.058823529
ARS 442,B,0.05
ARS 443,B,0.047619048
ARS 444,B,0.045454545
ARS 446,B,0.055555556
ARS 447,B,0.055555556
ARS 448,B,0.055555556
ARS 449,B,0.047619048
ARS 450,B,0.043478261
ARS 451,B,0.066666667
ARS 452,B,0.055555556
ARS 453,B,0.05
ARS 454,B,0.047619048
ARS 456,C,0.076923077
ARS 457,C,0.076923077
ARS 458,C,0.071428571
ARS 459,C,0.0625
ARS 460,C,0.058823529
ARS 461,C,0.076923077
ARS 462,C,0.076923077
ARS 463,C,0.066666667
ARS 464,C,0.066666667
ARS 466,C,0.071428571
ARS 467,C,0.066666667
ARS 468,C,0.0625
ARS 469,C,0.058823529
ARS 470,C,0.0625
ARS 516,A,0.058823529
ARS 517,A,0.055555556
ARS 518,A,0.052631579
ARS 519,A,0.052631579
ARS 520,A,0.045454545
ARS 521,A,0.052631579
ARS 522,A,0.052631579
ARS 523,A,0.05
ARS 524,A,0.045454545
ARS 525,A,0.04
ARS 526,A,0.052631579
ARS 527,A,0.045454545
ARS 528,A,0.045454545
ARS 529,A,0.043478261
ARS 531,B,0.076923077
ARS 532,B,0.076923077
ARS 533,B,0.071428571
ARS 534,B,0.0625
ARS 536,B,0.071428571
ARS 537,B,0.066666667
ARS 538,B,0.0625
ARS 539,B,0.055555556
ARS 541,B,0.0625
ARS 542,B,0.058823529
ARS 543,B,0.055555556
ARS 544,B,0.052631579
ARS 545,B,0.052631579
ARS 546,C,0.083333333
ARS 547,C,0.071428571
ARS 548,C,0.071428571
ARS 549,C,0.0625
ARS 550,C,0.0625
ARS 551,C,0.076923077
ARS 552,C,0.076923077
ARS 553,C,0.071428571
ARS 556,C,0.076923077
ARS 557,C,0.076923077
ARS 558,C,0.066666667
ARS 559,C,0.066666667
ARS 560,C,0.058823529
